,entité,freq
11453,PEUPLE DE FRANCE,3
11454,Cours des Comptes Régionales,3
11455,États signataires,3
11456,CRIFF,3
11457,Plages,3
11458,Kacher,3
11459,SDN,3
11460,qu´un,3
11461,Assemblée Fédérale,3
11462,Sem,3
11463,Service Citoyen Obligatoire,3
11464,IMPÔTS,3
11465,Pass Navigo,3
11466,Paul !,3
11467,Football,3
11468,Chancelière allemande,3
11469,Hauts Fonctionnaire,3
11470,Lois françaises,3
11471,CALAIS,3
11472,Louis 16,3
11473,La courtoisie,3
11474,mandats,3
11475,Juvisy,3
11476,» »,3
11477,Adil,3
11478,Révéler,3
11479,Lyautey,3
11480,Maréchal Pétain,3
11481,Communication Non Violente,3
11482,Augmenter le Smic,3
11483,TRAITER,3
11484,MON DEPUTE,3
11485,écolos,3
11486,Daniel Cohn,3
11487,BASE,3
11488,charte,3
11489,Kurdistan,3
11490,Asie du Sud Est,3
11491,Moderniser,3
11492,Mitsubishi,3
11493,Dumas,3
11494,Internat,3
11495,L’école,3
11496,Apolitiques,3
11497,Pacte citoyen,3
11498,Pays d'Europe,3
11499,Etat ingouvernable,3
11500,RN  ,3
11501,Journalistes,3
11502,Respectons,3
11503,Cour des COMPTES,3
11504,FED,3
11505,Vide supra,3
11506,autan,3
11507,l’abri,3
11508,COMPTANT,3
11509,l’empathie,3
11510,Marius,3
11511,SIGNE,3
11512,Jean Michel Blanquer,3
11513,l’Etat c’,3
11514,Conseil Communal,3
11515,Modification de la constitution,3
11516,Attaques,3
11517,Eric Ciotti,3
11518,Lallab,3
11519,Adhésion obligatoire,3
11520,République Française : Liberté,3
11521,A PIED,3
11522,Mme Royale,3
11523,assemblée départementale,3
11524,Carpentras,3
11525,Bourdin,3
11526,PLUS VITE POSSIBLE,3
11527,C.S.G.,3
11528,Handicape,3
11529,Dep,3
11530,Haute Cour,3
11531,Transparences,3
11532,France Supprimer,3
11533,osez,3
11534,SICTOM,3
11535,SOS Education,3
11536,Conseil économique !,3
11537,plan Européen,3
11538,projet Européen,3
11539,Equipe,3
11540,République de Weimar,3
11541,Plan Local d'Urbanisme,3
11542,Jean TIROLE,3
11543,Jean de La Fontaine,3
11544,Associations d'Utilité Publique,3
11545,obéir,3
11546,Conseil du culte musulman,3
11547,PRESENTER,3
11548,ADMINISTRATIF,3
11549,SMAX,3
11550,Pacte Civique,3
11551,Raymond BARRE,3
11552,CRCF,3
11553,Conseil Supérieur,3
11554,Terrain,3
11555,Toutes!.,3
11556,rassemblement National,3
11557,PPE,3
11558,président de la République française,3
11559,justiciables,3
11560,serrez,3
11561,enseigner,3
11562,conseil économique et environnemental,3
11563,DIFFÉRENCE,3
11564,ch^meurs,3
11565,d'Algérie,3
11566,Resto du coeur,3
11567,Jean JAURÈS,3
11568,Coligny,3
11569,bof,3
11570,Exp,3
11571,Rendre la France,3
11572,laicitè,3
11573,Marat,3
11574,Clipperton,3
11575,INTERROGER,3
11576,cité »,3
11577,chambre des Lords,3
11578,ci n’,3
11579,Developer,3
11580,Fortifier,3
11581,LA PERSONNE,3
11582,L'ENTRAIDE,3
11583,ÊTRE FRANÇAIS,3
11584,ÉCOLES,3
11585,PLUS JEUNES,3
11586,PLUS SOLIDAIRE,3
11587,ADOPTER,3
11588,Quitus,3
11589,Mr Ghosn,3
11590,Christiane Taubira,3
11591,le(la,3
11592,Scoutisme,3
11593,Chambre de Citoyens,3
11594,République démocratique,3
11595,OCI,3
11596,seine,3
11597,former,3
11598,La réunion,3
11599,"qu""elle",3
11600,Singapore,3
11601,punie,3
11602,OAS,3
11603,Invitation,3
11604,République des partis,3
11605,TOUTE URGENCE,3
11606,Niveau national,3
11607,Demission,3
11608,Rétribuer,3
11609,Ecologistes,3
11610,III ème République,3
11611,VOIR REPONSE,3
11612,école Service,3
11613,Infractions,3
11614,SURTOUT PAS,3
11615,Le président de la république,3
11616,ANCRE,3
11617,LOIS,3
11618,revu,3
11619,crees,3
11620,Agence Française de Développement,3
11621,joker,3
11622,Elections Européennes,3
11623,Cour de comptes,3
11624,Échec,3
11625,Saint Louis,3
11626,Etre Maire,3
11627,CROYEZ,3
11628,Syndicale,3
11629,L'Union européenne,3
11630,communauté France,3
11631,Cercle,3
11632,Emaus,3
11633,CRPA,3
11634,NIR,3
11635,Déjections,3
11636,Maitrise de la Langue,3
11637,Réflechir,3
11638,Chambre des territoires,3
11639,République : Liberté,3
11640,assemblée populaire,3
11641,débat,3
11642,REPRESENTATIVES,3
11643,Com,3
11644,Walls,3
11645,incivilité(s,3
11646,l.immigration,3
11647,Terminer,3
11648,Eh ben,3
11649,Rimbaud,3
11650,Pythagore,3
11651,Defiscalisation,3
11652,COMPRÉHENSION,3
11653,Mr Mélenchon,3
11654,Probleme,3
11655,Max Weber,3
11656,M.Mélenchon,3
11657,afficher,3
11658,depart,3
11659,Haussmann,3
11660,COMPLETE,3
11661,Banque Postale,3
11662,européen,3
11663,anticor,3
11664,ERADIQUER,3
11665,Elisabeth II,3
11666,Macron n’,3
11667,CESE national,3
11668,Information civique,3
11669,Alain Soral,3
11670,Communautaire,3
11671,TOUTES SORTES,3
11672,Vice Présidents,3
11673,Serez,3
11674,Baudelaire,3
11675,Mr Ruffin,3
11676,Éducation+++,3
11677,PLUS FAIBLES,3
11678,PLAGES,3
11679,Parti des Indigènes de la République,3
11680,FINANCIÈREMENT,3
11681,BAU,3
11682,bye bye,3
11683,No Society,3
11684,nicolas hulot,3
11685,Squat,3
11686,ETAT !,3
11687,ANALYSE,3
11688,Gains,3
11689,Homophobies,3
11690,Agence nationale,3
11691,partielle,3
11692,Harley Davidson,3
11693,Valide,3
11694,Fare,3
11695,Corbière,3
11696,- Etre,3
11697,croatie,3
11698,Francois Asselineau,3
11699,facon,3
11700,Pharos,3
11701,SUPRESSION,3
11702,Monuments Historiques,3
11703,parti !,3
11704,Une France,3
11705,Diminuer le millefeuille,3
11706,Monsieur Philippe,3
11707,l.état,3
11708,Plancher,3
11709,Fontainebleau,3
11710,Education Nationale !,3
11711,Désolés,3
11712,Madame Monsieur,3
11713,Charasse,3
11714,Fondation pour l'Islam de France,3
11715,URSAF,3
11716,Communauté Nationale,3
11717,commode,3
11718,PAS AVOIR PEUR,3
11719,Substituer,3
11720,AMNESTY INTERNATIONAL,3
11721,INSTAURER,3
11722,handicaper,3
11723,l’indifférence,3
11724,lois,3
11725,F. HOLLANDE,3
11726,Anarchie,3
11727,Thomas Porcher,3
11728,la City,3
11729,Franchement,3
11730,union national,3
11731,Blague,3
11732,Mare,3
11733,NOUS AVONS,3
11734,DÉFINITIF,3
11735,M Balkany,3
11736,République populaire de Chine,3
11737,Francois,3
11738,Nutri,3
11739,département de Seine,3
11740,Démocratie Parlementaire,3
11741,SIMULTANEMENT,3
11742,Perben,3
11743,Chambre basse,3
11744,Décidez,3
11745,ISI,3
11746,l.egalite,3
11747,ECRITS,3
11748,Drole,3
11749,Jean Lasalle,3
11750,SE RENDRE COMPTE,3
11751,ENARQUE,3
11752,Dati,3
11753,Association caritative,3
11754,Fessenheim,3
11755,sénateurs!.,3
11756,AFUB,3
11757,chacuns,3
11758,Parlement européens,3
11759,Cour européenne des droits de l'Homme,3
11760,ENARQUES,3
11761,obligatiore,3
11762,Eduqer,3
11763,Président de communauté de communes,3
11764,ORDONNANCE,3
11765,UNIFORMISER,3
11766,Bâtir,3
11767,Clair,3
11768,Réutiliser,3
11769,Four,3
11770,Définie,3
11771,kosovo,3
11772,Volkswagen,3
11773,Réfléchissons,3
11774,Isabelle Autissier,3
11775,Apporté,3
11776,voudrais,3
11777,France !!!,3
11778,Gérez,3
11779,Causes,3
11780,Président de la Communauté,3
11781,Articulation,3
11782,Conseil d’orientation,3
11783,tolérance zero,3
11784,Envoyé Spécial,3
11785,Chanteloup,3
11786,Nationalement,3
11787,Olivier Besancenot,3
11788,PENALEMENT,3
11789,e.	,3
11790,De Rugy,3
11791,RMU,3
11792,Soyer,3
11793,Eta,3
11794,Limiter le Sénat,3
11795,Président du conseil régional,3
11796,Secrétaires d'état,3
11797,Palais de Justice,3
11798,Journal,3
11799,Street,3
11800,Onfray,3
11801,LaReM,3
11802,Egalim,3
11803,Kremlin,3
11804,Harley,3
11805,OUI ABSOLUMENT,3
11806,Beethoven,3
11807,Tel,3
11808,de Metz,3
11809,DÉCISIONS,3
11810,Lundi,3
11811,Cabu,3
11812,Montrez l’,3
11813,F Mitterand,3
11814,veillez,3
11815,Chambre des Communes,3
11816,Marie LE PEN,3
11817,IMPLIQUE,3
11818,Témoignage,3
11819,Droits humains,3
11820,Montagne d'Or,3
11821,JAPD,3
11822,association écologique,3
11823,constitutionnelle,3
11824,Desastreuse,3
11825,Placer l’,3
11826,ministère de l'Ecologie,3
11827,République universelle,3
11828,Cour des Comptes exécutoires,3
11829,COMMUNALE,3
11830,CONDAMNATIONS,3
11831,REPRESENTATION,3
11832,VANDALISME,3
11833,ESPRIT,3
11834,Baladur,3
11835,Mozambique,3
11836,Angola,3
11837,Congolais,3
11838,Covoiturage,3
11839,Port de l’,3
11840,Asie centrale,3
11841,Républiqie,3
11842,Garant,3
11843,Les Mureaux,3
11844,Corbeil,3
11845,Booba,3
11846,ECONOMISER,3
11847,Drahi,3
11848,Reparler,3
11849,Sonacotra,3
11850,Arméniennes,3
11851,Cévennes,3
11852,j’aimerais,3
11853,Léopold Sédar Senghor,3
11854,I.A.,3
11855,Sébastien Lecornu,3
11856,Maçon,3
11857,X ans,3
11858,Cotentin,3
11859,Débouter,3
11860,Téléphoniques,3
11861,Agnès Thill,3
11862,Grandes régions,3
11863,Etat laic,3
11864,Reconnaissance,3
11865,Le Grand,3
11866,Liberté de conscience,3
11867,Papouasie,3
11868,Idem ci-,3
11869,Canada Australie,3
11870,Représentation Proportionnelle,3
11871,Oural,3
11872,Justice ,3
11873,Information des citoyens,3
11874,Enquête Publique,3
11875,Sévères,3
11876,Beurk,3
11877,Croix Rouge Française,3
11878,Barbes,3
11879,Conseil des Territoires,3
11880,Aël Durand,3
11881,Class Action,3
11882,Autorité publique,3
11883,Strate,3
11884,.On,3
11885,Brièvement,3
11886,Résister,3
11887,Rencontres,3
11888,Asterix,3
11889,RESPECTABLE,3
11890,Decompte,3
11891,privilégier l’,3
11892,CONSOMMATION,3
11893,PARADIS,3
11894,LRAR,3
11895,Alphabetisation,3
11896,Stage,3
11897,France Television,3
11898,Utiliser le Referendum,3
11899,l’A.N.,3
11900,Fraternité pour tous,3
11901,RESPECTER NOS,3
11902,Conseil économique et social régional,3
11903,Jean de la Fontaine,3
11904,pensee,3
11905,Accueil sans restriction,3
11906,Impératif,3
11907,Apec,3
11908,Differencier,3
11909,- Crachats,3
11910,DERIVE,3
11911,Génération Médiateurs,3
11912,M Chevènement,3
11913,SERVICE NATIONAL UNIVERSEL,3
11914,Françoise Nyssen,3
11915,maillon,3
11916,LEEM,3
11917,méritocratie,3
11918,Sylvestre,3
11919,yoga,3
11920,Georges Marchais,3
11921,l.écoute,3
11922,Autrichien,3
11923,E D,3
11924,RMIstes,3
11925,Remplir,3
11926,Gand,3
11927,pays de la Liberté,3
11928,L'Administration,3
11929,Infraction,3
11930,dose,3
11931,échanger,3
11932,Libyen,3
11933,MONTREZ,3
11934,compté,3
11935,carlos ghosn,3
11936,Réduction progressive,3
11937,Pdt de Région,3
11938,"Conseil économique, social et environnemental à supprimer",3
11939,gaspillage,3
11940,Djellaba,3
11941,Arc,3
11942,CDAPH,3
11943,Républicains espagnols,3
11944,Président du Conseil régional,3
11945,Médiator,3
11946,Gouvernent,3
11947,POSITIVER,3
11948,Démarchage,3
11949,Olympe de Gouge,3
11950,INTERCOMMUNAL,3
11951,COMPLAISANCE,3
11952,POUVOIR LEGISLATIF,3
11953,l’Afrique »,3
11954,Mantes,3
11955,Instaurer le R.I.C.,3
11956,H. Oui,3
11957,Definir,3
11958,accord du Sénat,3
11959,CARTE,3
11960,Action contre la faim,3
11961,Muriel Robin,3
11962,NUCLEAIRE,3
11963,éducation Populaire,3
11964,Conseil économique et social ,3
11965,Mc Donald,3
11966,Alstom énergie,3
11967,Creusot,3
11968,Nations-Unies,3
11969,UBER,3
11970,Dormez,3
11971,Poids,3
11972,Renseignez,3
11973,N. SARKOZY,3
11974,regrouper,3
11975,Terre de Liens,3
11976,Greepeace,3
11977,etats-unis,3
11978,Imams salafistes,3
11979,Conseil Municipale,3
11980,Emissions TV,3
11981,NATION FRANCAISE,3
11982,RATP SNCF,3
11983,PRATIQUER,3
11984,SPORTS,3
11985,PLS,3
11986,Rouvrir Cayenne,3
11987,Migratoire,3
11988,Encor,3
11989,Colombie Britannique,3
11990,Fédération Européenne,3
11991,Service écologique,3
11992,Assemble nationale,3
11993,mettre,3
11994,République laïque française,3
11995,Harki,3
11996,République francaise,3
11997,Ministre de la Défense,3
11998,Cyril,3
11999,MOOC,3
12000,Palisse,3
12001,Grand Paris Express,3
12002,Provinciaux,3
12003,District,3
12004,Espace Public,3
12005,Régulation,3
12006,Déclaration universelle des droits de l'Homme,3
12007,immigratIon,3
12008,Cantonal,3
12009,porte de la,3
12010,française,3
12011,là France,3
12012,Thales,3
12013,Howard Gardner,3
12014,Xenophobie,3
12015,Transparence TOTALE,3
12016,Portes Ouvertes,3
12017,Robin des Bois,3
12018,EUTHANASIE,3
12019,Promenez,3
12020,R I C.,3
12021,Père Noel,3
12022,Techniquement,3
12023,Population Française,3
12024,Elémentaire,3
12025,Palo Alto,3
12026,L'Australie,3
12027,ELECTORAL,3
12028,MoDem,3
12029,Femmes Hommes,3
12030,Cie,3
12031,Union Européen,3
12032,BON,3
12033,Assemblées élues,3
12034,Musulmane,3
12035,M Ferrand,3
12036,lâcher,3
12037,gros,3
12038,roux,3
12039,la Canebière,3
12040,Americains,3
12041,Prudhommes,3
12042,rond,3
12043,Europe de Nord,3
12044,Mme Untel,3
12045,Informés,3
12046,MR Macron,3
12047,RENDRE PUBLIC,3
12048,immigres,3
12049,RÉPRIMER,3
12050,Parquet de Paris,3
12051,oit,3
12052,Euronews,3
12053,Pierre Chevènement,3
12054,Obligations remplies,3
12055,O. Oui,3
12056,deja trop,3
12057,scandaleuse,3
12058,la manche,3
12059,Alsace- Moselle,3
12060,Moulins,3
12061,Gêner,3
12062,France Stratégies,3
12063,halal,3
12064,constitution de la République,3
12065,Notre Société,3
12066,Mme Bachelot,3
12067,Intercommunes,3
12068,Les Verts,3
12069,Jeannette Bougrab,3
12070,Collecte,3
12071,complète(s,3
12072,presence,3
12073,Sciences Po !,3
12074,EURO,3
12075,"L""état",3
12076,Role,3
12077,INCAPABLE,3
12078,l’IVG,3
12079,Dotation,3
12080,Conseil national des médias,3
12081,Neutre,3
12082,Conseil de surveillance,3
12083,Transformation du Sénat,3
12084,Tobin »,3
12085,hijab,3
12086,CCA,3
12087,fumer,3
12088,éducation populaire,3
12089,kmH,3
12090,Hauts Commissariats,3
12091,Barcelonnette,3
12092,Sophie,3
12093,ministère de l'Education nationale,3
12094,europe !,3
12095,Francisation,3
12096,Lettres,3
12097,Incriminer,3
12098,RIEN,3
12099,Intellectuel,3
12100,ETE,3
12101,Collectivités territoriales,3
12102, l’,3
12103,Giulani,3
12104,SOCIÉTÉ FRANÇAISE,3
12105,LEUR SITUATION,3
12106,Woertz,3
12107,unE,3
12108,CESSE,3
12109,Végans,3
12110,République bananière,3
12111,IRRÉGULIÈRE,3
12112,AMIF,3
12113,Obligations d'asile remplies,3
12114,refonder,3
12115,SYNDICALISME,3
12116,Ecole -,3
12117,Solidarité nationale,3
12118,Récupérer,3
12119,Laotiens,3
12120,Contradictoire,3
12121,Grèves,3
12122,Rueil,3
12123,Malmaison,3
12124,Codéveloppement,3
12125,HORMIS,3
12126,X. X. X.,3
12127,Rationaliser,3
12128,D'AVOIR,3
12129,Brouiller,3
12130,État Français,3
12131,FLÉAU,3
12132,général de GAULLE,3
12133,François de CLOSETS,3
12134,Malgache,3
12135,Collaboration,3
12136,Correctement,3
12137,Majoration,3
12138,L'Alsace,3
12139,PUBLICS,3
12140,Defense,3
12141,UTILISENT,3
12142,PUBLIQUES,3
12143,RESPONSABILISATION,3
12144,Professionnel,3
12145,chou,3
12146,Françoise Giroud,3
12147,Referindum,3
12148,l’Otan,3
12149,Agnes Saal,3
12150,PAROLES,3
12151,CREATIVITE,3
12152,Mediterranée,3
12153,Droits & Devoirs,3
12154,Président de Communauté de communes,3
12155,Rassemblement Nationale,3
12156,Obsolescence,3
12157,DENONCER,3
12158,CUL,3
12159,Tribunal,3
12160,RIC Constituant Abrogatoire Révocatoire,3
12161,Nyssen,3
12162,Constructions,3
12163,RESTE,3
12164,Défiler,3
12165,Grandes Entreprises,3
12166,Propositionnelle,3
12167,Dotation Globale,3
12168,Cm2,3
12169,Intercom,3
12170,J'aurais,3
12171,Expulser de France,3
12172,Faculté,3
12173,Etat national,3
12174,Cyrille Hanouna,3
12175,Wallons,3
12176,Machines,3
12177,"d""ou",3
12178,Composée,3
12179,Tagger,3
12180,lobbyes,3
12181,Abeille,3
12182,l'Aisne,3
12183,Référents,3
12184,Napoléon Ier,3
12185,Foutaise,3
12186,CERTAINEMENT,3
12187,V éme république,3
12188,Oréal,3
12189,HOPITAL,3
12190,CESE National,3
12191,PCS,3
12192,Cour des Comptes obligatoires,3
12193,Mme la ministre,3
12194,Marche »,3
12195,SUFFIT,3
12196,Indes,3
12197,Monsieur Bayrou,3
12198,République nécessaires,3
12199,ASS Nationale,3
12200,Ètat,3
12201,L'état français,3
12202,Maghrebins,3
12203,Mastricht,3
12204,COMPRISE,3
12205,HABITATION,3
12206,Radars,3
12207,Obtention de la nationalité française,3
12208,Comité Consultatif National d’Éthique,3
12209,Santé publique,3
12210,J'aimerai,3
12211,Contrats,3
12212,"qu""après",3
12213,François Boulo,3
12214,Egalité - Fraternité,3
12215,Gestapo,3
12216,Intelligence Collective,3
12217,CESE ,3
12218,Ayrault,3
12219,l’Etre,3
12220,Prefecture,3
12221,INTOLERANCE,3
12222,Kaboul,3
12223,Assemblee nationale,3
12224,élu(es,3
12225,Administration fiscale,3
12226,Jean Bodin,3
12227,EXEMPLARITE DES ELUS,3
12228,arabie Saoudite,3
12229,OPA,3
12230,ITEP,3
12231,SO2,3
12232,CHACUNE,3
12233,Quart monde,3
12234,newsletters,3
12235,ARABIE SAOUDITE,3
12236,attitudes,3
12237,européenne,3
12238,vomir,3
12239,légitimer,3
12240,Désintérêt,3
12241,Regional,3
12242,NOVEMBRE,3
12243,Tiers-monde,3
12244,Distribution,3
12245,Forêts,3
12246,Primum,3
12247,poli,3
12248,amnesty international,3
12249,PERMETTE,3
12250,assemblée consultative,3
12251,grand paris,3
12252,Madame Nicole Belloubet,3
12253,Indigènes de la République,3
12254,POLE Emploi,3
12255,INFIRMIERS,3
12256,Michel Drucker,3
12257,CONTRE,3
12258,Merah,3
12259,Bénéficiaires,3
12260,RAEP,3
12261,Traditions,3
12262,Justifiée,3
12263,Assemblée obligatoire,3
12264,Malheur,3
12265,interco,3
12266,empire Romain,3
12267,Loin,3
12268,madame Merkel,3
12269,assemblée générale,3
12270,Levy,3
12271,CLD,3
12272,Histoire des religions,3
12273,Tris,3
12274,Renseigner,3
12275,général De Gaulle,3
12276,Afrique de l’Ouest,3
12277,ADIE,3
12278,échelon départemental,3
12279,Madame Fillon,3
12280,égo,3
12281,Geler,3
12282,CESN,3
12283,Carnets de Campagne,3
12284,Valeur Ajoutée,3
12285,Sénat élection,3
12286,N Sarkosy,3
12287,JL Bianco,3
12288,Immerger,3
12289,Présidents de Département,3
12290,Conseil économique Social et Environnemental,3
12291,REJOINDRE,3
12292,IVeme république,3
12293,Théodule !,3
12294,Voler,3
12295,RICE,3
12296,Poursuivez,3
12297,Haute Savoie,3
12298,FNAUT,3
12299,Burqua,3
12300,Aprrendre,3
12301,Cetelem,3
12302,MARSEILLE,3
12303,Agence Régionale de Santé,3
12304,PAS LAISSER,3
12305,Météo France,3
12306,Gardiens de la Paix,3
12307,Débroussailler,3
12308,Marlène SCHIAPPA,3
12309,Climatique,3
12310,M. Griveaux,3
12311,Mesdames Messieurs,3
12312,Toyota,3
12313,Conseil economique social et environnemental,3
12314,DEVOIRS!.,3
12315,l’écart,3
12316,niet,3
12317,Cf.supra,3
12318,ELIRE,3
12319,Marshall européen,3
12320,assemblée!,3
12321,RESERVER,3
12322,L'EXEMPLARITE,3
12323,Monsieur HOLLANDE,3
12324,Congressmen,3
12325,Chaqun,3
12326,ESTONIE,3
12327,Que le Président,3
12328,Ministère du Budget,3
12329,Britaniques,3
12330,avantages,3
12331,Hubert Reeves,3
12332,ÉTRANGERS,3
12333,Mme MACRON,3
12334,Egalité-Fraternité,3
12335,l’Egypte,3
12336,Naïfs,3
12337,CAVIMAC,3
12338,Mediterranee,3
12339,Démocratie européenne,3
12340,SYRIE,3
12341,Familial,3
12342,TORTURE,3
12343,DÉPENSES,3
12344,ÉVITER,3
12345,Dernier point,3
12346,l’ecart,3
12347,rebondir,3
12348,KGB,3
12349,IFS,3
12350,La politique,3
12351,Numerique,3
12352,Expérience,3
12353,Charte européenne des langues régionales ou minoritaires,3
12354,Boulin,3
12355,Bondy,3
12356,Garges,3
12357,certain(s,3
12358,UIMM,3
12359,Salarié,3
12360,Conseil de Sages,3
12361,"sol""",3
12362,melenchon,3
12363,Notre terre,3
12364,INTOX,3
12365,R.I.C. Oui,3
12366,Debattre,3
12367,Alsace »,3
12368,Fair,3
12369,FISCALITÉ,3
12370,GROUPES,3
12371,ENRICHISSENT,3
12372,inter-communes,3
12373,Commission des Finances,3
12374,grans,3
12375,préside,3
12376,LISENT,3
12377,Biodiversité,3
12378,CAPACITÉ,3
12379,Directives Européennes,3
12380,Hémicycles,3
12381,Revenu Minimum,3
12382,Chose Publique,3
12383,Lyonnais,3
12384,Election du Président,3
12385,Limoger,3
12386,Service républicain,3
12387,Algeriens,3
12388,Solitude,3
12389,Gauss,3
12390,Constitution proposée,3
12391,Eduquez,3
12392,Quantifier,3
12393,Gaullien,3
12394,Nicole Notat,3
12395,Bresil,3
12396,Monsieur Mitterrand,3
12397,SEREINE,3
12398,Ecole de la maternelle,3
12399,France!. Oui,3
12400,S Royal,3
12401,Piéton,3
12402,Courriel,3
12403,Cotterêts,3
12404,MARINE LE PEN,3
12405,ACHETER,3
12406,L'impact du numérique,3
12407,INTERCO,3
12408,magrébins,3
12409,mandat(s,3
12410,Joseph Stiglitz,3
12411,M Cahuzac,3
12412,COMITE,3
12413,PLUS DE RESPECT,3
12414,JOURS FERIES,3
12415,quotat,3
12416,Grands Citoyens,3
12417,Auvergnats,3
12418,CER,3
12419,Parlement régénéré,3
12420,Deuxième République,3
12421,Charles DE GAULLE,3
12422,Chouette,3
12423,Kafkaïen,3
12424,Royale,3
12425,M. le Maire,3
12426,Constitution de la France,3
12427,1/ Développer,3
12428,Mark,3
12429,Assistés,3
12430,CONSULTATIVES,3
12431,Eduquer Eduquer,3
12432,CJUE,3
12433,Sénat c’,3
12434,CONTRAIREMENT,3
12435,Lumière,3
12436,Griller,3
12437,benevole,3
12438,république laïque Française,3
12439,ETRE PLUS FERME,3
12440,Khomeiny,3
12441,confiance!. Oui,3
12442,nat,3
12443,Asseoir,3
12444,Soumis,3
12445,Dernièrement,3
12446,Il',3
12447,Rida,3
12448,eus,3
12449,DEGAGER,3
12450,VERIFIEES,3
12451,Magistrature,3
12452,NATURELLEMENT,3
12453,Economiser,3
12454,Fraternel,3
12455,defaut,3
12456,Fusionner assemblée nationale,3
12457,Administrateurs,3
12458,Région  ,3
12459,CAE,3
12460,représentant(s,3
12461,cdd,3
12462,Conseil de Citoyens,3
12463,Rabins,3
12464,VIè république,3
12465,JOSPIN,3
12466,Tati,3
12467,Charpak,3
12468,Rest In,3
12469,liste A,3
12470,Autorisez,3
12471,Conseil d’administration,3
